brand,year,model,mileage,registration_time,price,warranty_time,city,link
卡罗拉,2019款,1.2T S-CVT GL-i精英版,5.24,2020,6.08,,大连,https://www.che168.com/dealer/559088/51525018.html#pvareaid=100334
C-TREK蔚领,2018款,230TSI DSG舒适型,7.54,2018,6.06,,大连,https://www.che168.com/dealer/559088/51235309.html#pvareaid=100334
卡罗拉,2018款,1.2T S-CVT GL智享版,4.9,2019,6.06,,大连,https://www.che168.com/dealer/559088/51566446.html#pvareaid=100334
本田CR-V,2012款,2.4L 四驱尊贵导航版,11.83,2013,6.05,,大连,https://www.che168.com/dealer/559088/51073512.html#pvareaid=100334
帝豪新能源,2018款,EV450 尊贵型,9.5,2018,6.05,,大连,https://www.che168.com/dealer/559088/51245143.html#pvareaid=100334
自由侠,2018款,互联大屏版 180T 自动劲能版,5.24,2019,6.05,,大连,https://www.che168.com/dealer/559088/51547195.html#pvareaid=100334
马自达CX-5,2014款,2.0L 自动两驱都市型,11.09,2014,6.03,,大连,https://www.che168.com/dealer/559088/50555073.html#pvareaid=100334
凌派,2019款,180Turbo CVT舒适版 国VI,8.18,2021,6.03,,大连,https://www.che168.com/dealer/559088/50343785.html#pvareaid=100334
速腾,2018款,1.6L 自动舒适型,8.66,2018,6.01,,大连,https://www.che168.com/dealer/559088/51383760.html#pvareaid=100334
长安欧尚X7,2020款,1.5T 自动尊享型,3.78,2021,6,,大连,https://www.che168.com/dealer/351179/51471859.html#pvareaid=100334
汉兰达,2011款,2.7L 两驱5座运动版,19,2011,6,,大连,https://www.che168.com/dealer/136774/51155142.html#pvareaid=100334
哈弗H6,2021款,国潮版 1.5T 自动冠军版,3.86,2021,6,,大连,https://www.che168.com/dealer/559088/51504211.html#pvareaid=100334
哈弗F7,2019款,2.0T 四驱i悦 国V,11.45,2019,6,,大连,https://www.che168.com/dealer/559088/51536767.html#pvareaid=100334
雷克萨斯CT,2012款,CT200h 领先版,9,2012,5.99,,大连,https://www.che168.com/dealer/522340/51418951.html#pvareaid=100334
君越,2013款,2.4L SIDI领先舒适型,5.59,2014,5.99,,大连,https://www.che168.com/dealer/559088/50975007.html#pvareaid=100334
一汽-大众CC,2013款,1.8TSI 豪华型,12,2013,5.98,,大连,https://www.che168.com/dealer/424756/51282844.html#pvareaid=100334
科雷嘉,2017款,2.0L 两驱领先版,3.84,2018,5.98,,大连,https://www.che168.com/dealer/559088/51566258.html#pvareaid=100334
广汽ix4,2018款,豪华版,5,2018,5.98,,大连,https://www.che168.com/dealer/207699/49442629.html#pvareaid=100334
荣威RX5新能源,2017款,ERX5 EV400 电动互联网至尊版,12,2019,5.98,,大连,https://www.che168.com/dealer/560506/51186550.html#pvareaid=100334
秦Pro新能源,2019款,EV 超能版 高功率智联领享型,13,2019,5.98,原厂质保期剩余7个月,大连,https://www.che168.com/dealer/560506/50984323.html#pvareaid=100334
雷克萨斯GS,2005款,300,15,2006,5.98,,大连,https://www.che168.com/dealer/264943/51006098.html#pvareaid=100334
MINI,COUNTRYMAN,2014款 1.6T COOPER ALL4 Fun,12,2014,5.98,,大连,https://www.che168.com/dealer/264943/51427961.html#pvareaid=100334
甲壳虫,2014款,1.4TSI 时尚型,7,2014,5.98,,大连,https://www.che168.com/dealer/264943/51473571.html#pvareaid=100334
奔驰E级,2012款,E 200 L CGI优雅型,12,2012,5.98,,大连,https://www.che168.com/dealer/264943/51551148.html#pvareaid=100334
缤智,2016款,1.8L CVT两驱先锋型,10,2016,5.98,,大连,https://www.che168.com/dealer/256160/50545336.html#pvareaid=100334
迈腾,2013款,1.8TSI 豪华型,16.3,2014,5.97,,大连,https://www.che168.com/dealer/559088/50576107.html#pvareaid=100334
君威,2015款,1.6T 精英技术型,7.12,2016,5.96,,大连,https://www.che168.com/dealer/559088/50320682.html#pvareaid=100334
博越,2021款,百万款 1.8TD DCT两驱豪华型,7.76,2021,5.96,原厂质保期剩余6个月,大连,https://www.che168.com/dealer/559088/51365172.html#pvareaid=100334
本田CR-V,2013款,2.4L 两驱豪华版,13.3,2013,5.96,,大连,https://www.che168.com/dealer/559088/51399167.html#pvareaid=100334
菱智,2019款,M5L 1.6L 7座豪华型 国VI,1.29,2020,5.95,原厂质保期剩余9个月,大连,https://www.che168.com/dealer/559088/51117530.html#pvareaid=100334
宋Pro,2019款,1.5T 自动精英型,3.05,2020,5.95,原厂质保期剩余2个月,大连,https://www.che168.com/dealer/559088/51013834.html#pvareaid=100334
大通G50,2020款,1.5T 自动精英版,1.35,2020,5.95,,大连,https://www.che168.com/dealer/485097/51339693.html#pvareaid=100334
高尔夫,2019款,280TSI DSG舒适型 国VI,8,2019,5.94,,大连,https://www.che168.com/dealer/557405/50841515.html#pvareaid=100334
高尔夫,2014款,1.4TSI 自动豪华型,13.8,2014,5.94,,大连,https://www.che168.com/dealer/559088/50331447.html#pvareaid=100334
帕萨特,2015款,1.8TSI DSG御尊版,10.8,2015,5.9,,大连,https://www.che168.com/dealer/448774/51319608.html#pvareaid=100334
奥迪A3,2015款,Limousine 40 TFSI 自动舒适型,10,2015,5.9,,大连,https://www.che168.com/dealer/448774/51424483.html#pvareaid=100334
奥迪Q3,2013款,35 TFSI quattro 技术型,10.5,2014,5.9,,大连,https://www.che168.com/dealer/136774/49540690.html#pvareaid=100334
宋Pro,2019款,1.5T 自动精英型,3.18,2021,5.89,原厂质保期剩余6个月,大连,https://www.che168.com/dealer/559088/51504755.html#pvareaid=100334
荣威Ei5,2019款,智联旗舰版,10,2019,5.88,,大连,https://www.che168.com/dealer/560506/51425725.html#pvareaid=100334
长安CS95,2017款,2.0T 两驱智远版,7.57,2017,5.88,,大连,https://www.che168.com/dealer/351179/51277252.html#pvareaid=100334
昂科威,2016款,20T 两驱精英型,13,2016,5.88,,大连,https://www.che168.com/dealer/529098/51432446.html#pvareaid=100334
欧蓝德进口,2014款,2.4L 四驱豪华超值版 5座,10.64,2015,5.88,,大连,https://www.che168.com/dealer/559088/51355096.html#pvareaid=100334
英菲尼迪ESQ,2014款,1.6L 率臻版,5,2017,5.87,,大连,https://www.che168.com/dealer/557405/50819607.html#pvareaid=100334
迈锐宝,2018款,530T 自动豪华版,4.04,2018,5.87,,大连,https://www.che168.com/dealer/559088/51503382.html#pvareaid=100334
逍客,2016款,2.0L CVT豪华版,5.22,2016,5.85,,大连,https://www.che168.com/dealer/559088/51545908.html#pvareaid=100334
RAV4荣放,2013款,2.0L CVT四驱风尚版,13.38,2013,5.83,,大连,https://www.che168.com/dealer/559088/51516481.html#pvareaid=100334
速腾,2016款,280TSI 自动R-Line,11.46,2016,5.82,,大连,https://www.che168.com/dealer/559088/51272611.html#pvareaid=100334
凯迪拉克SRX,2014款,3.0L 舒适型,7,2014,5.8,,大连,https://www.che168.com/dealer/480180/51424102.html#pvareaid=100334
别克GL8,2011款,3.0L XT豪华商务旗舰版,11.95,2012,5.8,,大连,https://www.che168.com/dealer/351179/51293973.html#pvareaid=100334
宋Pro,2019款,1.5T 自动豪华型,2.13,2021,5.8,原厂质保期剩余7个月,大连,https://www.che168.com/dealer/351179/51293978.html#pvareaid=100334
唯雅诺,2012款,2.5L 领航版,11,2012,5.8,,大连,https://www.che168.com/dealer/238244/51235775.html#pvareaid=100334
宝马5系,2010款,523Li 豪华型,11,2010,5.8,,大连,https://www.che168.com/dealer/76347/48757885.html#pvareaid=100334
凌派,2022款,180Turbo CVT舒适版,5,2022,5.8,原厂质保期剩余5个月,大连,https://www.che168.com/dealer/595523/51146758.html#pvareaid=100334
RAV4荣放,2013款,2.5L 自动四驱尊贵版,9,2013,5.8,,大连,https://www.che168.com/dealer/538930/51015732.html#pvareaid=100334
smart,fortwo,2017款 1.0L 52千瓦新声特别版 国V,5,2017,5.8,,大连,https://www.che168.com/dealer/532302/51059248.html#pvareaid=100334
沃尔沃S60,2015款,S60L T5 智驭版,12,2014,5.8,,大连,https://www.che168.com/dealer/532302/51209144.html#pvareaid=100334
哈弗F7,2019款,2.0T 四驱i悦 国VI,4.8,2019,5.8,,大连,https://www.che168.com/dealer/561219/51557262.html#pvareaid=100334
哈弗H6,2019款,运动版 1.5T 自动两驱精英型 国VI,5,2020,5.78,,大连,https://www.che168.com/dealer/527667/51370718.html#pvareaid=100334
本田XR-V,2017款,1.5L LXi CVT经典版,9.76,2017,5.78,,大连,https://www.che168.com/dealer/351179/51295543.html#pvareaid=100334
奔腾T77,2019款,230 TID 自动豪华型 国V,9.55,2019,5.78,,大连,https://www.che168.com/dealer/559088/50409221.html#pvareaid=100334
雷凌,2017款,改款 185T CVT精英版 国V,4.47,2019,5.75,,大连,https://www.che168.com/dealer/351179/51389454.html#pvareaid=100334
哈弗H8,2017款,2.0T 汽油四驱智享型,6.45,2017,5.75,,大连,https://www.che168.com/dealer/559088/50985630.html#pvareaid=100334
凯美瑞,2013款,200G 经典豪华版,9.27,2014,5.72,,大连,https://www.che168.com/dealer/559088/51399210.html#pvareaid=100334
高尔夫,2017款,230TSI 自动舒适百万辆纪念版,4.54,2017,5.7,,大连,https://www.che168.com/dealer/351179/51314874.html#pvareaid=100334
科鲁泽,2022款,320 自动悦享天窗版,1.47,2022,5.7,原厂质保期剩余11个月,大连,https://www.che168.com/dealer/559088/50850231.html#pvareaid=100334
雅阁,2014款,2.4L LX 舒适版,13,2014,5.7,,大连,https://www.che168.com/dealer/561219/51568863.html#pvareaid=100334
领克02,2018款,1.5T DCT两驱劲版 国V,8.33,2018,5.69,,大连,https://www.che168.com/dealer/559088/51509965.html#pvareaid=100334
英菲尼迪ESQ,2014款,1.6L 率臻版,6,2015,5.68,,大连,https://www.che168.com/dealer/526798/50098362.html#pvareaid=100334
哈弗H6,2019款,运动版 1.5T 自动两驱精英型 国VI,3.16,2020,5.68,,大连,https://www.che168.com/dealer/313632/51342921.html#pvareaid=100334
奥迪A4L,2013款,35 TFSI 自动舒适型,10,2012,5.68,,大连,https://www.che168.com/dealer/480180/51184580.html#pvareaid=100334
劲炫ASX,2020款,2.0L CVT智领版,2.86,2020,5.68,原厂质保期剩余13个月,大连,https://www.che168.com/dealer/351179/51524104.html#pvareaid=100334
天籁,2013款,2.0L XL舒适版,8.17,2015,5.68,,大连,https://www.che168.com/dealer/559088/51503942.html#pvareaid=100334
奥迪A4L,2012款,2.0 TFSI 自动运动型,12,2012,5.68,,大连,https://www.che168.com/dealer/520234/51174371.html#pvareaid=100334
长安CS95,2017款,2.0T 四驱智驭版,9.43,2017,5.66,,大连,https://www.che168.com/dealer/559088/51408069.html#pvareaid=100334
卡罗拉,2017款,1.2T CVT GL-i,4.64,2019,5.65,,大连,https://www.che168.com/dealer/559088/50464408.html#pvareaid=100334
宝来,2019款,宝来·传奇 1.5L 自动领先型 国V,5.98,2019,5.64,,大连,https://www.che168.com/dealer/559088/51557068.html#pvareaid=100334
起亚K5,2016款,1.6T 自动LUX,10,2016,5.6,,大连,https://www.che168.com/dealer/434232/50833316.html#pvareaid=100334
迈锐宝,2018款,530T 自动豪华版,4.58,2018,5.6,,大连,https://www.che168.com/dealer/559088/51335817.html#pvareaid=100334
缤智,2017款,1.5L CVT两驱舒适型,8.11,2016,5.6,,大连,https://www.che168.com/dealer/559088/51516745.html#pvareaid=100334
英菲尼迪FX,2010款,FX35 超越版,13,2010,5.6,,大连,https://www.che168.com/dealer/264943/51559327.html#pvareaid=100334
凯美瑞,2012款,骏瑞 2.0S 耀动版,15.69,2012,5.59,,大连,https://www.che168.com/dealer/559088/50734396.html#pvareaid=100334
飞度,2018款,1.5L CVT潮跑版,4.3,2018,5.58,,大连,https://www.che168.com/dealer/559088/51408536.html#pvareaid=100334
哈弗H6,2019款,红标 1.5GDIT 自动冠军版,3.75,2019,5.58,,大连,https://www.che168.com/dealer/559088/51506971.html#pvareaid=100334
别克GL6,2018款,18T 5座豪华型,5.38,2018,5.58,,大连,https://www.che168.com/dealer/559088/51565654.html#pvareaid=100334
飞度,2021款,1.5L CVT潮享版,1.72,2021,5.57,原厂质保期剩余2个月,大连,https://www.che168.com/dealer/559088/51408423.html#pvareaid=100334
翼虎,2015款,2.0L GTDi 四驱精英型,6.17,2016,5.57,,大连,https://www.che168.com/dealer/559088/51510004.html#pvareaid=100334
速派,2016款,TSI330 DSG智行版,12.19,2015,5.57,,大连,https://www.che168.com/dealer/559088/51547092.html#pvareaid=100334
威朗,2019款,三厢 20T 双离合豪华型,9.94,2019,5.57,,大连,https://www.che168.com/dealer/559088/51278325.html#pvareaid=100334
YARiS,L,致炫 2021款 1.5L CVT领先版,2.3,2021,5.5,原厂质保期剩余3个月,大连,https://www.che168.com/dealer/554323/51182097.html#pvareaid=100334
蒙迪欧,2013款,2.0L GTDi200时尚型,9,2015,5.5,,大连,https://www.che168.com/dealer/434232/51259884.html#pvareaid=100334
奔驰E级,2010款,E 260 L CGI优雅型,11,2012,5.5,,大连,https://www.che168.com/dealer/558036/51571098.html#pvareaid=100334
哈弗H6,2018款,红标 运动版 1.5T 自动两驱尊贵型,4.1,2020,5.5,,大连,https://www.che168.com/dealer/351179/51404944.html#pvareaid=100334
卡罗拉,2021款,双擎 1.8L E-CVT旗舰版,4.7,2021,5.5,原厂质保期剩余不到1个月,大连,https://www.che168.com/dealer/611008/51539267.html#pvareaid=100334
凯迪拉克SRX,2013款,3.0L 领先型,14,2013,5.5,,大连,https://www.che168.com/dealer/379204/51521930.html#pvareaid=100334
一汽-大众CC,2012款,2.0TSI 豪华型,13.15,2013,5.5,,大连,https://www.che168.com/dealer/559088/51226043.html#pvareaid=100334
MINI,2012款,1.6L COOPER Baker Street,8.6,2014,5.5,,大连,https://www.che168.com/dealer/520234/49651896.html#pvareaid=100334
红旗H5,2019款,30TD 型动版,13,2019,5.5,,大连,https://www.che168.com/dealer/372099/50294619.html#pvareaid=100334
明锐,2017款,1.6L 自动创行版,3.75,2017,5.5,,大连,https://www.che168.com/dealer/559088/51132656.html#pvareaid=100334
起亚K3,2016款,1.6L 自动GL,5.02,2018,5.48,,大连,https://www.che168.com/dealer/351179/50970096.html#pvareaid=100334
威马EX5,2020款,EX5 400 即客行版,9.34,2020,5.48,,大连,https://www.che168.com/dealer/559088/51496787.html#pvareaid=100334
速腾,2017款,1.6L 自动舒适型,6.53,2016,5.48,,大连,https://www.che168.com/dealer/559088/51526083.html#pvareaid=100334
宝骏Valli,2021款,1.5T 那曲繁星 CVT旗舰型,4.58,2021,5.48,,大连,https://www.che168.com/dealer/559088/51556489.html#pvareaid=100334
威朗,2018款,三厢 15S 自动领先型,5.85,2018,5.47,,大连,https://www.che168.com/dealer/559088/51508029.html#pvareaid=100334
起亚K5,2014款,2.0L 自动LUXURY,13.8,2014,5.45,,大连,https://www.che168.com/dealer/559088/49977298.html#pvareaid=100334
大通T70,2020款,2.0T柴油手动四驱澳洲版长箱高底盘,11.82,2021,5.4,,大连,https://www.che168.com/dealer/351179/51524034.html#pvareaid=100334
卡罗拉,2022款,1.2T S-CVT先锋PLUS版,2.76,2022,5.4,原厂质保期剩余8个月,大连,https://www.che168.com/dealer/351179/51544417.html#pvareaid=100334
宝骏730,2019款,1.5T CVT旗舰型 7座 国VI,8.49,2020,5.4,,大连,https://www.che168.com/dealer/351179/51553860.html#pvareaid=100334
天籁,2013款,2.0L XL舒适版,14.83,2014,5.4,,大连,https://www.che168.com/dealer/559088/50952986.html#pvareaid=100334
自由侠,2017款,180T 自动高能版,8.25,2018,5.4,,大连,https://www.che168.com/dealer/559088/51124585.html#pvareaid=100334
标致508,2015款,1.8THP 自动致臻版,11.51,2015,5.4,,大连,https://www.che168.com/dealer/559088/51297793.html#pvareaid=100334
帝豪,2023款,第4代冠军版 1.5L CVT豪华型,2.45,2023,5.4,"原厂质保期剩余37个月, ",大连,https://www.che168.com/dealer/559088/51565890.html#pvareaid=100334
马自达5,2013款,2.0L 自动舒适型,11,2013,5.38,,大连,https://www.che168.com/dealer/424756/51444742.html#pvareaid=100334
宋MAX,2017款,1.5T 自动智联豪华型 7座,6.59,2018,5.38,,大连,https://www.che168.com/dealer/559088/51566431.html#pvareaid=100334
哈弗H8,2015款,2.0T 两驱豪华型,8.6,2015,5.38,,大连,https://www.che168.com/dealer/559088/50918224.html#pvareaid=100334
smart,forfour,2018款 1.0L 52千瓦灵动版,5.24,2018,5.36,,大连,https://www.che168.com/dealer/351179/51511420.html#pvareaid=100334
欧拉黑猫,2021款,405km 公务版,2.84,2021,5.35,,大连,https://www.che168.com/dealer/559088/51159037.html#pvareaid=100334
Polo,2016款,1.6L Cross Polo 自动,2.99,2017,5.35,,大连,https://www.che168.com/dealer/559088/51565427.html#pvareaid=100334
途安,2015款,1.4T DSG舒适版5座,8.92,2016,5.33,,大连,https://www.che168.com/dealer/559088/51277940.html#pvareaid=100334
英朗,2021款,改款 典范 1.5L 自动精英型,2.35,2020,5.3,,大连,https://www.che168.com/dealer/559088/50917300.html#pvareaid=100334
帕杰罗·劲畅,2013款,3.0L 自动两驱豪华版,12.86,2014,5.3,,大连,https://www.che168.com/dealer/559088/51245748.html#pvareaid=100334
卡罗拉,2017款,改款双擎 1.8L E-CVT领先版,11,2017,5.3,,大连,https://www.che168.com/dealer/595523/51484760.html#pvareaid=100334
楼兰,2011款,3.5L CVT,10,2013,5.3,,大连,https://www.che168.com/dealer/372099/51543838.html#pvareaid=100334
蒙迪欧,2013款,1.5L GTDi180时尚型,7.88,2016,5.29,,大连,https://www.che168.com/dealer/559088/51272023.html#pvareaid=100334
思域,2016款,180TURBO CVT舒适版,7.7,2017,5.29,,大连,https://www.che168.com/dealer/559088/51344498.html#pvareaid=100334
劲炫ASX,2015款,2.0L CVT两驱精英版,8,2016,5.28,,大连,https://www.che168.com/dealer/522340/50839233.html#pvareaid=100334
斯巴鲁XV,2014款,2.0i 豪华版,10.39,2014,5.28,,大连,https://www.che168.com/dealer/559088/51154959.html#pvareaid=100334
夏朗,2013款,1.8TSI 标配型 欧IV,16.42,2013,5.28,,大连,https://www.che168.com/dealer/559088/51504480.html#pvareaid=100334
沃尔沃V60,2013款,T5 舒适版,10.93,2012,5.28,,大连,https://www.che168.com/dealer/559088/51278333.html#pvareaid=100334
长安CS35PLUS,2022款,1.6L 手动豪华版,0.58,2023,5.26,"原厂质保期剩余18个月, ",大连,https://www.che168.com/dealer/559088/51365468.html#pvareaid=100334
雷凌,2019款,185T CVT进取版 国VI,13.93,2020,5.24,,大连,https://www.che168.com/dealer/559088/51391683.html#pvareaid=100334
福克斯,2018款,两厢经典 1.6L 自动舒适型智行版,3.5,2019,5.2,,大连,https://www.che168.com/dealer/448774/51498514.html#pvareaid=100334
Yeti,2017款,TSI280 DSG前行版,9.5,2018,5.2,,大连,https://www.che168.com/dealer/561219/51445416.html#pvareaid=100334
奥迪Q5,2011款,2.0TFSI 技术型,13,2013,5.2,,大连,https://www.che168.com/dealer/562638/50471323.html#pvareaid=100334
哈弗H6,2017款,红标 2.0T 自动两驱智尚型,6.72,2018,5.2,,大连,https://www.che168.com/dealer/603571/51559972.html#pvareaid=100334
歌诗图,2012款,2.4L 豪华版,11.76,2013,5.19,,大连,https://www.che168.com/dealer/559088/51557028.html#pvareaid=100334
C-TREK蔚领,2018款,1.5L 自动舒适型,11.65,2018,5.18,,大连,https://www.che168.com/dealer/559088/51505054.html#pvareaid=100334
卡罗拉,2014款,1.6L CVT GL-i真皮版,8.21,2016,5.16,,大连,https://www.che168.com/dealer/351179/51423611.html#pvareaid=100334
速腾,2015款,230TSI 手动舒适型,10.8,2015,5.15,,大连,https://www.che168.com/dealer/527667/50812348.html#pvareaid=100334
宝来,2019款,宝来·传奇 1.5L 自动时尚型 国V,3.05,2019,5.1,,大连,https://www.che168.com/dealer/351179/51486100.html#pvareaid=100334
启辰T90,2017款,2.0L CVT智尚版,8.73,2018,5.1,,大连,https://www.che168.com/dealer/603571/50994931.html#pvareaid=100334
